"stripped_cell_line_name","cell_line_name","Sample Name","CCLE_Name","alias","DepMap_ID","COSMIC identifier","Sanger_Model_ID","master_ccl_id","sampleid","Cellosaurus.Accession.id","sex","age","ds_group","ds_type","ds_subtype","characteristics","primary_site","sample_site","metastatic","primary_or_metastasis","depmap_public_comments"
"RCCJF","RCC-JF","RCC-JF","RCCJF_KIDNEY",NA,"ACH-002190",1524415,"SIDM00818",NA,NA,NA,"Unknown",NA,"Kidney","Kidney","Clear cell",NA,NA,"kidney",NA,NA,NA
"RCCJW","RCC-JW","RCC-JW","RCCJW_KIDNEY",NA,"ACH-002191",1524416,"SIDM00817",NA,NA,NA,"Unknown",NA,"Kidney","Kidney","Clear cell",NA,NA,"kidney",NA,NA,NA
"RCCMF","RCC-MF","RCC-MF","RCCMF_KIDNEY",NA,"ACH-002192",1524419,"SIDM00816",NA,NA,NA,"Unknown",NA,"Kidney","Kidney","Clear cell",NA,NA,"kidney",NA,NA,NA
"RCHACV","RCH-ACV","RCH-ACV","RCHACV_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"ACH-000922",1330994,"SIDM00449",958,"RCH-ACV","CVCL_1851","Female",8,"Lymphoid","B-cell leukemia","B-cell acute lymphoblastic leukemia (B-ALL)",NA,"haematopoietic_and_lymphoid_tissue","bone_marrow",NA,NA,NA
"RCK8","RC-K8","RC-K8","RCK8_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"ACH-001638",1330995,"SIDM00448",NA,NA,NA,"Male",NA,"Lymphoid","Lymphoma","NOS",NA,NA,"ascites",NA,"Primary",NA
"RCM1","RCM-1","RCM-1","RCM1_LARGE_INTESTINE",NA,"ACH-000565",909263,"SIDM00359",960,"RCM-1 [Human rectum adenocarcinoma]","CVCL_1648","Female",73,"Gastrointestinal","Colorectal","Adenocarcinoma",NA,"large_intestine","large_intestine",NA,"Primary",NA
"RD","RD","RD","RD_SOFT_TISSUE",NA,"ACH-000169",909264,"SIDM00847",961,"RD","CVCL_1649","Female",7,"Soft tissue","Sarcoma","NOS",NA,"soft_tissue","soft_tissue",NA,"Primary",NA
"RDD8107",NA,NA,"RDD8107_SOFT_TISSUE",NA,"ACH-001176",NA,NA,NA,NA,NA,"Unknown",NA,"Soft tissue","Sarcoma","NOS",NA,NA,"soft_tissue",NA,NA,NA
"RDES","RD-ES",NA,"RDES_BONE",NA,"ACH-000041",NA,NA,963,"RD-ES","CVCL_2169","Male",19,"Bone","Bone","Ewings",NA,"bone","bone",NA,"Primary",NA
"RDP3F14","RD/P3F #14",NA,"RDP3F14_ENGINEERED",NA,"ACH-001760",NA,NA,NA,NA,NA,"Unknown",NA,"Engineered","Engineered","NOS",NA,NA,"engineered",NA,NA,NA
"RDP3F7","RD/P3F #7",NA,"RDP3F7_ENGINEERED",NA,"ACH-001758",NA,NA,NA,NA,NA,"Unknown",NA,"Engineered","Engineered","NOS",NA,NA,"engineered",NA,NA,NA
"RDP3F9","RD/P3F #9",NA,"RDP3F9_ENGINEERED",NA,"ACH-001759",NA,NA,NA,NA,NA,"Unknown",NA,"Engineered","Engineered","NOS",NA,NA,"engineered",NA,NA,NA
"RDPCDNA1","RD/pcDNA #1",NA,"RDPCDNA1_ENGINEERED","RD/pcDNA 1","ACH-001756",NA,NA,NA,NA,NA,"Unknown",NA,"Engineered","Engineered","NOS",NA,NA,"engineered",NA,NA,NA
"RDPCDNA2","RD/pcDNA #2",NA,"RDPCDNA2_ENGINEERED",NA,"ACH-001757",NA,NA,NA,NA,NA,"Unknown",NA,"Engineered","Engineered","NOS",NA,NA,"engineered",NA,NA,NA
"REC1","REC-1",NA,"REC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"ACH-000068",NA,NA,964,"REC-1","CVCL_1884","Male",61,"Lymphoid","Lymphoma","Mantle cell (MCL)",NA,"haematopoietic_and_lymphoid_tissue","lymph_node",NA,NA,NA
"REH","Reh","REH","REH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"ACH-000960",909696,"SIDM00447",965,"Reh","CVCL_1650","Female",15,"Lymphoid","B-cell leukemia","B-cell acute lymphoblastic leukemia (B-ALL)",NA,"haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",NA,"Primary",NA
"RERFGC1B","RERF-GC-1B","RERF-GC-1B","RERFGC1B_STOMACH",NA,"ACH-000144",1240209,"SIDM00358",NA,NA,NA,"Male",41,"Gastrointestinal","Gastric","Adenocarcinoma",NA,NA,"lymph_node",TRUE,"Metastasis",NA
"RERFLCAD1","RERF-LC-Ad1",NA,"RERFLCAD1_LUNG",NA,"ACH-000791",NA,NA,967,"RERF-LC-Ad1","CVCL_1651","Male",70,"Lung","Lung","Small cell (SCLC)",NA,"lung","lung",NA,"Primary",NA
"RERFLCAD2","RERF-LC-Ad2",NA,"RERFLCAD2_LUNG",NA,"ACH-000774",NA,NA,968,"RERF-LC-Ad2","CVCL_1652","Male",NA,"Lung","Lung","Small cell (SCLC)",NA,"lung","lung",NA,"Primary",NA
"RERFLCAI","RERF-LC-AI",NA,"RERFLCAI_LUNG",NA,"ACH-000261",NA,"SIDM00307",969,"RERF-LC-A1","CVCL_4402","Unknown",NA,"Lung","Lung","Small cell (SCLC)",NA,"lung","pleural_effusion",TRUE,"Metastasis",NA
"RERFLCFM","RERF-LC-FM","RERF-LC-FM","RERFLCFM_LUNG",NA,"ACH-002193",930081,"SIDM00357",NA,NA,NA,"Unknown",NA,"Lung","Lung","Small cell (SCLC)",NA,NA,"pleural_effusion",TRUE,"Metastasis",NA
"RERFLCKJ","RERF-LC-KJ","RERF-LC-KJ","RERFLCKJ_LUNG",NA,"ACH-000482",1298537,"SIDM00356",NA,NA,NA,"Male",78,"Lung","Lung","Small cell (SCLC)",NA,NA,"lung",NA,"Primary",NA
"RERFLCMA","RERF-LC-MA",NA,"RERFLCMA_LUNG",NA,"ACH-002590",NA,"SIDM01152",NA,NA,NA,"Unknown",NA,"Lung","Lung","Small cell (SCLC)",NA,NA,"pleural_effusion",NA,NA,NA
"RERFLCMS","RERF-LC-MS","RERF-LC-MS","RERFLCMS_LUNG",NA,"ACH-000062",910931,"SIDM00355",971,"RERF-LC-MS","CVCL_1655","Male",NA,"Lung","Lung","Small cell (SCLC)",NA,"lung","lung",NA,"Primary",NA
"RERFLCOK","RERF-LC-OK",NA,"RERFLCOK_CENTRAL_NERVOUS_SYSTEM",NA,"ACH-002597",NA,"SIDM00385",NA,NA,NA,"Unknown",NA,"Nervous system","Glioma","NOS",NA,NA,"Unknown",NA,NA,NA
"RERFLCSQ1","RERF-LC-Sq1","RERF-LC-Sq1","RERFLCSQ1_LUNG",NA,"ACH-000442",1298538,"SIDM00354",NA,NA,NA,"Female",74,"Lung","Lung","Small cell (SCLC)",NA,NA,"lung",NA,"Primary",NA
"RF1","RF-1",NA,"RF1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"ACH-002604",NA,"SIDM01091",NA,NA,NA,"Unknown",NA,"Lymphoid","Lymphoma","B-cell NHL, NOS",NA,NA,"Unknown",NA,NA,NA
"RF48","RF-48","RF-48","RF48_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"ACH-002301",909697,"SIDM01092",NA,NA,NA,"Unknown",NA,"Lymphoid","Lymphoma","B-cell NHL, NOS",NA,NA,"haematopoietic_and_lymphoid_tissue",NA,NA,NA
"RH1","RH-1","RH-1","RH1_BONE",NA,"ACH-002194",971773,"SIDM00427",NA,NA,NA,"Unknown",NA,"Bone","Bone","Ewings",NA,NA,"bone_marrow",TRUE,"Metastasis",NA
"RH18","RH-18","RH-18","RH18_SOFT_TISSUE",NA,"ACH-000689",971774,"SIDM00454",973,"Rh18","CVCL_1659","Female",2,"Soft tissue","Sarcoma","NOS",NA,"soft_tissue","soft_tissue",NA,NA,NA
"RH28","RH28",NA,"RH28_SOFT_TISSUE",NA,"ACH-001740",NA,NA,NA,NA,NA,"Male",17,"Soft tissue","Sarcoma","NOS",NA,NA,"lymph_node",TRUE,"Metastasis",NA
"RH3","Rh3",NA,"RH3_SOFT_TISSUE","Rh3","ACH-001830",NA,NA,NA,NA,NA,"Male",16,"Soft tissue","Sarcoma","NOS",NA,NA,"lymph_node",NA,NA,NA
"RH30","RH-30",NA,"RH30_SOFT_TISSUE",NA,"ACH-000833",NA,NA,975,"Rh30","CVCL_0041","Male",17,"Soft tissue","Sarcoma","NOS",NA,"soft_tissue","bone_marrow",TRUE,"Metastasis",NA
"RH36","Rh36",NA,"RH36_SOFT_TISSUE",NA,"ACH-001751",NA,NA,NA,NA,NA,"Male",15,"Soft tissue","Sarcoma","NOS",NA,NA,"soft_tissue",NA,NA,NA
"RH4","Rh4",NA,"RH4_SOFT_TISSUE",NA,"ACH-001765",NA,NA,NA,NA,NA,"Female",NA,"Soft tissue","Sarcoma","NOS",NA,NA,"liver",TRUE,"Metastasis",NA
"RH41","RH-41","RH-41","RH41_SOFT_TISSUE",NA,"ACH-000100",1240210,"SIDM00426",976,"Rh41","CVCL_2176","Female",NA,"Soft tissue","Sarcoma","NOS",NA,"soft_tissue","liver",TRUE,"Metastasis",NA
"RH5","Rh5",NA,"RH5_SOFT_TISSUE","Rh5","ACH-001831",NA,NA,NA,NA,NA,"Unknown",NA,"Soft tissue","Sarcoma","NOS",NA,NA,"soft_tissue",NA,NA,NA
"RH6","Rh6",NA,"RH6_SOFT_TISSUE",NA,"ACH-001826",NA,NA,NA,NA,NA,"Unknown",16,"Soft tissue","Sarcoma","NOS",NA,NA,"lymph_node",TRUE,"Metastasis",NA
"RHJT","RhJT",NA,"RHJT_SOFT_TISSUE",NA,"ACH-001745",NA,NA,NA,NA,NA,"Unknown",NA,"Soft tissue","Sarcoma","NOS",NA,NA,"soft_tissue",NA,NA,NA
"RI1","RI-1",NA,"RI1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"ACH-000398",NA,NA,977,"Ri-1","CVCL_1885","Female",57,"Lymphoid","Lymphoma","Diffuse large B-cell (DLBCL)","ABC-type","haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",NA,NA,NA
"RKN","RKN","RKN","RKN_SOFT_TISSUE",NA,"ACH-000505",1298539,"SIDM00353",978,"RKN","CVCL_3156","Female",45,"Urogenital","Ovarian","NOS",NA,"soft_tissue","ovary",NA,"Primary",NA
"RKO","RKO","RKO","RKO_LARGE_INTESTINE",NA,"ACH-000943",909698,"SIDM01090",979,"RKO","CVCL_0504","Unknown",NA,"Gastrointestinal","Colorectal","Adenocarcinoma",NA,"large_intestine","Colon",NA,"Primary",NA
"RKOE6","RKO-E6",NA,"RKOE6_LARGE_INTESTINE",NA,"ACH-002556",NA,"SIDM01253",NA,NA,NA,"Unknown",NA,"Gastrointestinal","Colorectal","Adenocarcinoma",NA,NA,"Colon",NA,NA,NA
"RL","RL","RL","RL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"ACH-000371",910861,"SIDM01089",980,"RL","CVCL_1660","Male",52,"Lymphoid","Lymphoma","Diffuse large B-cell (DLBCL)",NA,"haematopoietic_and_lymphoid_tissue","ascites",NA,NA,NA
"RL952","RL95-2","RL95-2","RL952_ENDOMETRIUM",NA,"ACH-000965",930082,"SIDM01088",981,"RL95-2","CVCL_0505","Female",65,"Urogenital","Endometrial","Squamous cell",NA,"endometrium","endometrium",NA,"Primary",NA
"RMGI","RMG-I","RMG-I","RMGI_OVARY",NA,"ACH-000719",909699,"SIDM00352",983,"RMG-I","CVCL_1662","Female",34,"Urogenital","Ovarian","Clear cell",NA,"ovary","ascites",TRUE,"Metastasis",NA
"RMS","RMS",NA,"RMS_SOFT_TISSUE",NA,"ACH-001742",NA,NA,NA,NA,NA,"Unknown",NA,"Soft tissue","Sarcoma","NOS",NA,NA,"soft_tissue",TRUE,"Metastasis",NA
"RMS559","RMS559",NA,"RMS559_SOFT_TISSUE",NA,"ACH-001177",NA,NA,NA,NA,NA,"Male",NA,"Soft tissue","Sarcoma","NOS",NA,NA,"soft_tissue",NA,NA,NA
"RMSYM","RMS-YM",NA,"RMSYM_SOFT_TISSUE",NA,"ACH-002048",NA,NA,NA,NA,NA,"Male",2,"Soft tissue","Sarcoma","NOS",NA,NA,"soft_tissue",TRUE,"Metastasis",NA
"RMUGS","RMUG-S",NA,"RMUGS_OVARY",NA,"ACH-000701",NA,NA,NA,NA,NA,"Female",62,"Urogenital","Ovarian","Cystadenocarcinoma",NA,NA,"ovary",NA,"Primary",NA
"RMZ","RMZ",NA,"RMZ_SOFT_TISSUE",NA,"ACH-002501",NA,NA,NA,NA,NA,"Male",3,"Soft tissue","Sarcoma","NOS",NA,NA,"bone_marrow",TRUE,"Metastasis",NA
"RO82W1","RO82-W-1","RO82-W-1","RO82W1_THYROID",NA,"ACH-001384",930083,"SIDM00218",NA,NA,NA,"Female",NA,"Thyroid","Thyroid","Follicular",NA,NA,"thyroid",TRUE,"Metastasis",NA
"ROS50","ROS-50","ROS-50","ROS50_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"ACH-001639",1331025,"SIDM00415",NA,NA,NA,"Male",69,"Lymphoid","B-cell leukemia","B-cell acute lymphoblastic leukemia (B-ALL)",NA,NA,"haematopoietic_and_lymphoid_tissue",NA,"Primary",NA
"RPE101",NA,NA,"RPE101_ENGINEERED","RPE-10-1","ACH-001178",NA,NA,NA,NA,NA,"Unknown",NA,"Engineered","Engineered","NOS",NA,NA,"engineered",NA,NA,NA
"RPE1A4D",NA,NA,"RPE1A4D_ENGINEERED","RPE1-A4D","ACH-001179",NA,NA,NA,NA,NA,"Unknown",NA,"Engineered","Engineered","NOS",NA,NA,"engineered",NA,NA,NA
"RPE1SS111","RPE1-ss111",NA,"RPE1SS111_ENGINEERED",NA,"ACH-002466",NA,NA,NA,NA,NA,"Female",NA,"Engineered","Engineered","NOS",NA,NA,"eye",NA,NA,NA
"RPE1SS119","RPE1-ss119",NA,"RPE1SS119_ENGINEERED",NA,"ACH-002465",NA,NA,NA,NA,NA,"Female",NA,"Engineered","Engineered","NOS",NA,NA,"eye",NA,NA,NA
"RPE1SS48","RPE1-ss48",NA,"RPE1SS48_ENGINEERED",NA,"ACH-002462",NA,NA,NA,NA,NA,"Female",NA,"Engineered","Engineered","NOS",NA,NA,"eye",NA,NA,NA
"RPE1SS51","RPE1-ss51",NA,"RPE1SS51_ENGINEERED",NA,"ACH-002467",NA,NA,NA,NA,NA,"Female",NA,"Engineered","Engineered","NOS",NA,NA,"eye",NA,NA,NA
"RPE1SS6","RPE1-ss6",NA,"RPE1SS6_ENGINEERED",NA,"ACH-002464",NA,NA,NA,NA,NA,"Female",NA,"Engineered","Engineered","NOS",NA,NA,"eye",NA,NA,NA
"RPE1SS77","RPE1-ss77",NA,"RPE1SS77_ENGINEERED",NA,"ACH-002463",NA,NA,NA,NA,NA,"Female",NA,"Engineered","Engineered","NOS",NA,NA,"eye",NA,NA,NA
"RPE1T",NA,NA,"RPE1T_ENGINEERED",NA,"ACH-001180",NA,NA,NA,NA,NA,"Unknown",NA,"Engineered","Engineered","NOS",NA,NA,"engineered",NA,NA,NA
"RPE74",NA,NA,"RPE74_ENGINEERED","RPE-7-4","ACH-001181",NA,NA,NA,NA,NA,"Unknown",NA,"Engineered","Engineered","NOS",NA,NA,"engineered",NA,NA,NA
"RPMI2650","RPMI 2650","RPMI-2650","RPMI2650_UPPER_AERODIGESTIVE_TRACT",NA,"ACH-001385",909700,"SIDM00809",NA,NA,NA,"Male",52,"Head and Neck","Head and Neck","Squamous",NA,NA,"pleural_effusion",TRUE,"Metastasis",NA
"RPMI6666","RPMI 6666","RPMI-6666","RPMI6666_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"ACH-001182",909701,"SIDM00813",990,"RPMI-6666","CVCL_1665","Unknown",NA,"Non-cancerous","Non-cancerous","B-lymphoblastoid",NA,"","haematopoietic_and_lymphoid_tissue",NA,NA,NA
"RPMI7932","RPMI-7932",NA,"RPMI7932_SKIN",NA,"ACH-002630",NA,"SIDM00916",NA,NA,NA,"Unknown",NA,"Skin","Melanoma","NOS",NA,NA,"pleural_effusion",NA,NA,NA
"RPMI7951","RPMI-7951","RPMI-7951","RPMI7951_SKIN",NA,"ACH-000348",910903,"SIDM01087",991,"RPMI-7951","CVCL_1666","Female",18,"Skin","Melanoma","NOS",NA,"skin","lymph_node",TRUE,"Metastasis",NA
"RPMI8226","RPMI 8226","RPMI-8226","RPMI8226_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"ACH-000817",905964,"SIDM00087",992,"RPMI-8226","CVCL_0014","Male",61,"Lymphoid","Plasma cell","Multiple myeloma",NA,"haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",NA,"Primary",NA
"RPMI8402","RPMI-8402","RPMI-8402","RPMI8402_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"ACH-000636",909702,"SIDM00403",994,"RPMI-8402","CVCL_1667","Female",16,"Lymphoid","T-cell leukemia","T-cell acute lymphoblastic leukemia (T-ALL)",NA,"haematopoietic_and_lymphoid_tissue","haematopoietic_and_lymphoid_tissue",NA,NA,NA
"RPMI8866","RPMI-8866","RPMI-8866","RPMI8866_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"ACH-002302",910544,"SIDM00482",NA,NA,NA,"Unknown",NA,"Myeloid","Myeloid leukemia","Chronic myeloid leukemia (CML)",NA,NA,"haematopoietic_and_lymphoid_tissue",NA,NA,NA
"RS2","RS-2",NA,"RS2_CENTRAL_NERVOUS_SYSTEM",NA,"ACH-001640",NA,NA,NA,NA,NA,"Female",2,"Other","Embryonal","Primitive Neuroectodermal Tumor (PNET)",NA,NA,"central_nervous_system",TRUE,"Metastasis",NA
"RS411","RS4;11","RS4-11","RS411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"ACH-000874",909703,"SIDM01086",995,"RS4;11","CVCL_0093","Female",32,"Lymphoid","B-cell leukemia","B-cell acute lymphoblastic leukemia (B-ALL)",NA,"haematopoietic_and_lymphoid_tissue","bone_marrow",NA,"Primary",NA
"RS5",NA,NA,"RS5_FIBROBLAST",NA,"ACH-000531",NA,NA,NA,NA,NA,"Male",78,"Non-cancerous","Non-cancerous","Fibroblast",NA,NA,"fibroblast",NA,NA,NA
"RT112","RT-112","RT-112","RT112_URINARY_TRACT",NA,"ACH-000473",909704,"SIDM00402",997,"RT-112","CVCL_1670","Female",NA,"Urogenital","Bladder","Transitional cell",NA,"urinary_tract","urinary_tract",NA,"Primary",NA
"RT11284",NA,NA,"RT11284_URINARY_TRACT",NA,"ACH-001183",NA,"SIDM01202",NA,NA,NA,"Female",NA,"Urogenital","Bladder","NOS",NA,NA,"urinary_tract",NA,NA,NA
"RT4","RT4","RT4","RT4_URINARY_TRACT",NA,"ACH-000242",687455,"SIDM01085",999,"RT-4","CVCL_0036","Male",63,"Urogenital","Bladder","Transitional cell",NA,"urinary_tract","urinary_tract",NA,"Primary",NA
"RUCH2","Ruch-2",NA,"RUCH2_SOFT_TISSUE",NA,"ACH-001747",NA,NA,NA,NA,NA,"Unknown",NA,"Soft tissue","Sarcoma","NOS",NA,NA,"soft_tissue",NA,NA,NA
"RUCH3","Ruch-3",NA,"RUCH3_SOFT_TISSUE",NA,"ACH-001748",NA,NA,NA,NA,NA,"Unknown",NA,"Soft tissue","Sarcoma","NOS",NA,NA,"soft_tissue",NA,NA,NA
"RVH421","RVH-421","RVH-421","RVH421_SKIN",NA,"ACH-000614",909706,"SIDM00401",1000,"RVH-421","CVCL_1672","Male",28,"Skin","Melanoma","NOS",NA,"skin","central_nervous_system",TRUE,"Metastasis",NA
"RVH421RPMI","RVH421_RPMI",NA,NA,NA,"ACH-002875",NA,NA,NA,NA,NA,"Male",28,"Skin","Melanoma","NOS",NA,NA,"central_nervous_system",TRUE,"Metastasis",NA
"RVH421SKINFV1","RVH421 SKIN FV1",NA,"RVH421_SKIN_FV1_RESISTANT","RVH421_Dab","ACH-002461",NA,NA,NA,NA,NA,"Male",NA,"Skin","Melanoma","NOS",NA,NA,"central_nervous_system",NA,NA,"Drug resistance: Dabrafenib"
"RWPE1","RWPE-1",NA,"RWPE1_MATCHED_NORMAL_TISSUE",NA,"ACH-002591",NA,"SIDM00020",NA,NA,NA,"Unknown",NA,"Engineered","Engineered","NOS",NA,NA,"prostate",NA,NA,NA
"RWPE2","RWPE-2",NA,"RWPE2_MATCHED_NORMAL_TISSUE",NA,"ACH-002592",NA,"SIDM01234",NA,NA,NA,"Unknown",NA,"Engineered","Engineered","NOS",NA,NA,"prostate",NA,NA,NA
"RWPE2W99","RWPE2-W99",NA,"RWPE2W99_MATCHED_NORMAL_TISSUE",NA,"ACH-002593",NA,"SIDM01258",NA,NA,NA,"Unknown",NA,"Engineered","Engineered","NOS",NA,NA,"prostate",NA,NA,NA
"RXF393","RXF393","RXF393","RXF393_KIDNEY",NA,"ACH-002195",905978,"SIDM00086",NA,NA,NA,"Unknown",NA,"Kidney","Kidney","Renal cell",NA,NA,"kidney",NA,NA,NA
"S117","S-117",NA,"S117_THYROID",NA,"ACH-000037",NA,"SIDM00035",NA,NA,NA,"Female",47,"Thyroid","Thyroid","NOS",NA,NA,"soft_tissue",NA,NA,NA
"S462","S462",NA,"S462_SOFT_TISSUE",NA,"ACH-002693",NA,NA,NA,NA,NA,"Unknown",NA,"Soft tissue","Sarcoma","NOS",NA,NA,"Unknown",NA,NA,NA
"SA3","Sa3",NA,"SA3_UPPER_AERODIGESTIVE_TRACT",NA,"ACH-002030",NA,NA,NA,NA,NA,"Male",63,"Head and Neck","Head and Neck","Squamous","Oral",NA,"upper_aerodigestive_tract",NA,"Primary",NA
"SACC83","SACC-83",NA,"SACC83_UPPER_AERODIGESTIVE_TRACT",NA,"ACH-002616",NA,"SIDM00034",NA,NA,NA,"Unknown",NA,"Head and Neck","Head and Neck","NOS",NA,NA,"Unknown",NA,NA,NA
"SALE","SALE",NA,"SALE_LUNG",NA,"ACH-000064",NA,NA,NA,NA,NA,"Unknown",NA,"Engineered","Engineered","NOS",NA,NA,"lung",NA,NA,NA
"SAOS2","Saos-2","Saos-2","SAOS2_BONE",NA,"ACH-000410",909707,"SIDM01084",1004,"SaOS-2","CVCL_0548","Female",11,"Bone","Bone","Osteosarcoma",NA,"bone","bone",NA,"Primary",NA
"SARC9371","Sarc9371",NA,"SARC9371_BONE",NA,"ACH-002396",NA,"SIDM00033",NA,NA,NA,"Unknown",NA,"Bone","Bone","Osteosarcoma",NA,NA,"bone",NA,NA,NA
"SAS","SAS",NA,"SAS_UPPER_AERODIGESTIVE_TRACT",NA,"ACH-002029",NA,"SIDM00351",NA,NA,NA,"Female",NA,"Head and Neck","Head and Neck","Squamous","Tongue",NA,"upper_aerodigestive_tract",NA,"Primary",NA
"SAT","SAT","SAT","SAT_UPPER_AERODIGESTIVE_TRACT",NA,"ACH-001641",1299050,"SIDM00350",NA,NA,NA,"Unknown",NA,"Head and Neck","Head and Neck","Squamous",NA,NA,"upper_aerodigestive_tract",NA,"Primary",NA
"SBC1","SBC-1","SBC-1","SBC1_LUNG",NA,"ACH-002196",713885,"SIDM00365",NA,NA,NA,"Unknown",NA,"Lung","Lung","Small cell (SCLC)",NA,NA,"lung",NA,NA,NA
"SBC2","SBC-2",NA,"SBC2_LUNG",NA,"ACH-002621",NA,"SIDM00366",NA,NA,NA,"Unknown",NA,"Lung","Lung","Small cell (SCLC)",NA,NA,"Unknown",NA,NA,NA
"SBC3","SBC-3","SBC-3","SBC3_LUNG",NA,"ACH-002197",753610,"SIDM00367",NA,NA,NA,"Unknown",NA,"Lung","Lung","Small cell (SCLC)",NA,NA,"bone_marrow",TRUE,"Metastasis",NA
"SBC5","SBC-5","SBC-5","SBC5_LUNG",NA,"ACH-000670",713880,"SIDM00368",1005,"SBC-5","CVCL_1679","Male",NA,"Lung","Lung","Small cell (SCLC)",NA,"lung","pleural_effusion",TRUE,"Metastasis",NA
"SC1","SC-1",NA,"SC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","Sci-1","ACH-002392",NA,"SIDM00030",NA,NA,NA,"Male",67,"Lymphoid","Lymphoma","Follicular (FL)",NA,NA,"ascites",NA,NA,NA
"SCABER","SCaBER",NA,"SCABER_URINARY_TRACT",NA,"ACH-000839",NA,"SIDM00032",1006,"SCaBER","CVCL_3599","Male",58,"Urogenital","Bladder","NOS",NA,"urinary_tract","urinary_tract",NA,"Primary",NA
"SCC15","SCC-15","SCC-15","SCC15_UPPER_AERODIGESTIVE_TRACT",NA,"ACH-000254",910911,"SIDM01083",NA,NA,NA,"Male",55,"Head and Neck","Head and Neck","Squamous",NA,NA,"upper_aerodigestive_tract",NA,NA,NA
"SCC25","SCC-25","SCC-25","SCC25_UPPER_AERODIGESTIVE_TRACT",NA,"ACH-000188",910701,"SIDM01082",1008,"SCC-25","CVCL_1682","Male",70,"Head and Neck","Head and Neck","Squamous","Tongue","upper_aerodigestive_tract","upper_aerodigestive_tract",NA,"Primary",NA
"SCC3","SCC-3","SCC-3","SCC3_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE",NA,"ACH-001642",910930,"SIDM00384",NA,NA,NA,"Female",20,"Lymphoid","Lymphoma","B-cell NHL, NOS",NA,NA,"pleural_effusion",NA,"Primary",NA
"SCC4","SCC-4","SCC-4","SCC4_UPPER_AERODIGESTIVE_TRACT",NA,"ACH-000238",910904,"SIDM01081",1009,"SCC-4","CVCL_1684","Male",55,"Head and Neck","Head and Neck","Squamous","Oral","upper_aerodigestive_tract","upper_aerodigestive_tract",NA,"Primary",NA
"SCC9","SCC-9","SCC-9","SCC9_UPPER_AERODIGESTIVE_TRACT",NA,"ACH-000181",909709,"SIDM01080",1010,"SCC-9","CVCL_1685","Male",25,"Head and Neck","Head and Neck","Squamous","Tongue","upper_aerodigestive_tract","upper_aerodigestive_tract",NA,"Primary",NA
"SCC90","SCC90","SCC90","[MERGED_TO_ACH-001227]UPCISCC090_UPPER_AERODIGESTIVE_TRACT",NA,"ACH-002315",1299052,NA,NA,NA,NA,"Unknown",44,"Head and Neck","Head and Neck","Squamous","Tongue",NA,"upper_aerodigestive_tract",NA,NA,NA
"SCCH196","SCCH-196",NA,"SCCH196_SOFT_TISSUE",NA,"ACH-001643",NA,"SIDM00031",NA,NA,NA,"Female",NA,"Soft tissue","Sarcoma","NOS",NA,NA,"soft_tissue",NA,"Primary",NA
"SCCH26","SCCH-26",NA,"SCCH26_AUTONOMIC_GANGLIA",NA,"ACH-001644",NA,NA,NA,NA,NA,"Unknown",NA,"Other","Neuroendocrine","Neuroblastoma",NA,NA,"autonomic_ganglia",NA,"Primary",NA
"SCCOHT1","SCCOHT-1",NA,"SCCOHT1_OVARY",NA,"ACH-001279",NA,NA,NA,NA,NA,"Unknown",NA,"Urogenital","Ovarian","SCCOHT",NA,NA,"ovary",NA,NA,NA
"SCH","SCH","SCH","SCH_STOMACH",NA,"ACH-002198",909711,"SIDM00383",NA,NA,NA,"Unknown",NA,"Gastrointestinal","Gastric","Choriocarcinoma",NA,NA,"stomach",TRUE,"Metastasis",NA
"SCI1","SC-1","SC-1","[MERGED_TO_ACH-002392]SC1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE","SC1","ACH-002303",1331030,NA,NA,NA,NA,"Unknown",NA,"Lymphoid","Lymphoma","Follicular (FL)",NA,NA,"haematopoietic_and_lymphoid_tissue",NA,NA,NA
"SCLC21H","SCLC-21H",NA,"SCLC21H_LUNG",NA,"ACH-000659",NA,"SIDM00029",1011,"SCLC-21H","CVCL_0024","Male",46,"Lung","Lung","Small cell (SCLC)",NA,"lung","pleural_effusion",TRUE,"Metastasis",NA
